Username,Rating,Review Text,casefolding,normalisasi,tokenize,stopword,stemming
Sinyo Ayee,1,Aplikasi konyol veeifakasi gagal terus live chatt jawaban dr boot terus,aplikasi konyol veeifakasi gagal terus live chatt jawaban dr boot terus,aplikasi konyol veeifakasi gagal terus live chatt jawaban dari boot terus,"['aplikasi', 'konyol', 'veeifakasi', 'gagal', 'terus', 'live', 'chatt', 'jawaban', 'dari', 'boot', 'terus']","['aplikasi', 'konyol', 'veeifakasi', 'gagal', 'live', 'chatt', 'boot']","aplikasi, konyol, veeifakasi, gagal, live, chatt, boot"
Jajat Sudrajat,5,Mantaf,mantaf,mantaf,['mantaf'],['mantaf'],mantaf
Nenek Ita67,5,Upgrade full service nya lama sekali,upgrade full service nya lama sekali,upgrade full service ya lama sekali,"['upgrade', 'full', 'service', 'ya', 'lama', 'sekali']","['upgrade', 'full', 'service']","upgrade, full, service"
wawan ihwan,1,Klo emng blm bisa di pergunakan trasaksi saat selesai daftar buat akun Jgn Nerima transaksi top up lah Utk beli bensin JD tertunda nunggu verifikasi upgrade Hrs nya jelasin Up grade dlu seblom trasaksi apapun biar bisa dipake mypertamina nya Tolong cpt di aprove verifikasi nya GK bs ngisi bensin buat narik online ini,klo emng blm bisa di pergunakan trasaksi saat selesai daftar buat akun jgn nerima transaksi top up lah utk beli bensin jd tertunda nunggu verifikasi upgrade hrs nya jelasin up grade dlu seblom trasaksi apapun biar bisa dipake mypertamina nya tolong cpt di aprove verifikasi nya gk bs ngisi bensin buat narik online ini,kalau memang belum bisa di pergunakan trasaksi saat selesai daftar buat akun jangan menerima transaksi top up lah untuk beli bensin jadi tertunda menunggu verifikasi upgrade harus ya jelasin up grade dulu seblom trasaksi apapun biar bisa dipakai mypertamina ya tolong cepat di aprove verifikasi ya tidak bisa ngisi bensin buat menarik online ini,"['kalau', 'memang', 'belum', 'bisa', 'di', 'pergunakan', 'trasaksi', 'saat', 'selesai', 'daftar', 'buat', 'akun', 'jangan', 'menerima', 'transaksi', 'top', 'up', 'lah', 'untuk', 'beli', 'bensin', 'jadi', 'tertunda', 'menunggu', 'verifikasi', 'upgrade', 'harus', 'ya', 'jelasin', 'up', 'grade', 'dulu', 'seblom', 'trasaksi', 'apapun', 'biar', 'bisa', 'dipakai', 'mypertamina', 'ya', 'tolong', 'cepat', 'di', 'aprove', 'verifikasi', 'ya', 'tidak', 'bisa', 'ngisi', 'bensin', 'buat', 'menarik', 'online', 'ini']","['pergunakan', 'trasaksi', 'selesai', 'daftar', 'akun', 'menerima', 'transaksi', 'top', 'up', 'beli', 'bensin', 'tertunda', 'menunggu', 'verifikasi', 'upgrade', 'jelasin', 'up', 'grade', 'seblom', 'trasaksi', 'apapun', 'biar', 'dipakai', 'mypertamina', 'tolong', 'cepat', 'aprove', 'verifikasi', 'ngisi', 'bensin', 'menarik', 'online']","guna, trasaksi, selesai, daftar, akun, terima, transaksi, top, up, beli, bensin, tunda, tunggu, verifikasi, upgrade, jelasin, up, grade, seblom, trasaksi, apa, biar, pakai, mypertamina, tolong, cepat, aprove, verifikasi, ngisi, bensin, tarik, online"
Bayu Erlangga,1,Saldo hilang tanpa ada riwayat transaksi,saldo hilang tanpa ada riwayat transaksi,saldo hilang tanpa ada riwayat transaksi,"['saldo', 'hilang', 'tanpa', 'ada', 'riwayat', 'transaksi']","['saldo', 'hilang', 'riwayat', 'transaksi']","saldo, hilang, riwayat, transaksi"
Ijo Laweu,1,Sayangnya sdh diapgrep buat tf gak Di proses Dari Kemaren sampai sekarang Blmproses apgrepnya,sayangnya sdh diapgrep buat tf gak di proses dari kemaren sampai sekarang blmproses apgrepnya,sayangnya sudah diapgrep buat transfer tidak di proses dari kemarin sampai sekarang blmproses apgrepnya,"['sayangnya', 'sudah', 'diapgrep', 'buat', 'transfer', 'tidak', 'di', 'proses', 'dari', 'kemarin', 'sampai', 'sekarang', 'blmproses', 'apgrepnya']","['sayangnya', 'diapgrep', 'transfer', 'proses', 'kemarin', 'blmproses', 'apgrepnya']","sayang, diapgrep, transfer, proses, kemarin, blmproses, apgrepnya"
Putra Ganda Prayoga,1,Ngadu masalah login ga di gubris,ngadu masalah login ga di gubris,mentidakdu masalah login tidak di gubris,"['mentidakdu', 'masalah', 'login', 'tidak', 'di', 'gubris']","['mentidakdu', 'login', 'gubris']","mentidakdu, login, gubris"
Apri Lia,3,Kenapa gak bisa sambung rekening di prakerja,kenapa gak bisa sambung rekening di prakerja,kenapa tidak bisa sambung rekening di prakerja,"['kenapa', 'tidak', 'bisa', 'sambung', 'rekening', 'di', 'prakerja']","['sambung', 'rekening', 'prakerja']","sambung, rekening, prakerja"
Nurhadi Hs,5,Ok siap,ok siap,ok siap,"['ok', 'siap']",['ok'],ok
Uzul Helmi,1,Jgn dehsusah komplain nya kalau saldo gak masukhati ajasyg sesama indo,jgn dehsusah komplain nya kalau saldo gak masukhati ajasyg sesama indo,jangan dehsusah komplain ya kalau saldo tidak masukhati ajasyg sesama indonesia,"['jangan', 'dehsusah', 'komplain', 'ya', 'kalau', 'saldo', 'tidak', 'masukhati', 'ajasyg', 'sesama', 'indonesia']","['dehsusah', 'komplain', 'saldo', 'masukhati', 'ajasyg', 'indonesia']","dehsusah, komplain, saldo, masukhati, ajasyg, indonesia"
Kus Hendar,5,Sangat bagus aplikasinya,sangat bagus aplikasinya,sangat bagus aplikasinya,"['sangat', 'bagus', 'aplikasinya']","['bagus', 'aplikasinya']","bagus, aplikasi"
Dean Syah,3,lama bener upgrade ke full servis nya ini mau buru buru d pake transaksi uyyyyy,lama bener upgrade ke full servis nya ini mau buru buru d pake transaksi uyyyyy,lama benar upgradie ke full servis ya ini mau buru buru di pakai transaksi uyyyyy,"['lama', 'benar', 'upgradie', 'ke', 'full', 'servis', 'ya', 'ini', 'mau', 'buru', 'buru', 'di', 'pakai', 'transaksi', 'uyyyyy']","['upgradie', 'full', 'servis', 'buru', 'buru', 'pakai', 'transaksi', 'uyyyyy']","upgradie, full, servis, buru, buru, pakai, transaksi, uyyyyy"
Bally Sempati Putra,5,Keren,keren,keren,['keren'],['keren'],keren
Yusuf Muadz,5,Saya suka dgn aplikasi ini,saya suka dgn aplikasi ini,saya suka dengan aplikasi ini,"['saya', 'suka', 'dengan', 'aplikasi', 'ini']","['suka', 'aplikasi']","suka, aplikasi"
AEP ASROFFUDIN,1,Jangan instal apk ini gada cs nya ada keluhan pun gada respon,jangan instal apk ini gada cs nya ada keluhan pun gada respon,jangan instal apk ini tidak ada customer service ya ada keluhan pun tidak ada respon,"['jangan', 'instal', 'apk', 'ini', 'tidak', 'ada', 'customer', 'service', 'ya', 'ada', 'keluhan', 'pun', 'tidak', 'ada', 'respon']","['instal', 'apk', 'customer', 'service', 'keluhan', 'respon']","instal, apk, customer, service, keluh, respon"
anugrah ramadhan,1,Klo sdh tidak sanggup tutup aja msh ada biaya estatement trus tarik saldo minimal rbhadeh tutup aplikasi aja kecewa berat Terima kasih,klo sdh tidak sanggup tutup aja msh ada biaya estatement trus tarik saldo minimal rbhadeh tutup aplikasi aja kecewa berat terima kasih,kalau sudah tidak sanggup tutup ssaja masih ada biaya estatement terus tarik saldo minimal rbhadeh tutup aplikasi ssaja kecewa berat terima kasih,"['kalau', 'sudah', 'tidak', 'sanggup', 'tutup', 'ssaja', 'masih', 'ada', 'biaya', 'estatement', 'terus', 'tarik', 'saldo', 'minimal', 'rbhadeh', 'tutup', 'aplikasi', 'ssaja', 'kecewa', 'berat', 'terima', 'kasih']","['sanggup', 'tutup', 'ssaja', 'biaya', 'estatement', 'tarik', 'saldo', 'minimal', 'rbhadeh', 'tutup', 'aplikasi', 'ssaja', 'kecewa', 'berat', 'terima', 'kasih']","sanggup, tutup, ssaja, biaya, estatement, tarik, saldo, minimal, rbhadeh, tutup, aplikasi, ssaja, kecewa, berat, terima, kasih"
Riko Andrian,3,Untuk terhubung ke agen sangatlah susah tapi jika langsung menelfon call center langsung terjawab tinggal menunggu saja sangat disayangkan hal seperti ini semoga bisa berbenh lagi,untuk terhubung ke agen sangatlah susah tapi jika langsung menelfon call center langsung terjawab tinggal menunggu saja sangat disayangkan hal seperti ini semoga bisa berbenh lagi,untuk terhubung ke agen sangatlah susah tapi jika langsung menelfon call center langsung terjawab tinggal menunggu saja sangat disayangkan hal seperti ini semoga bisa berbenh lagi,"['untuk', 'terhubung', 'ke', 'agen', 'sangatlah', 'susah', 'tapi', 'jika', 'langsung', 'menelfon', 'call', 'center', 'langsung', 'terjawab', 'tinggal', 'menunggu', 'saja', 'sangat', 'disayangkan', 'hal', 'seperti', 'ini', 'semoga', 'bisa', 'berbenh', 'lagi']","['terhubung', 'agen', 'susah', 'langsung', 'menelfon', 'call', 'center', 'langsung', 'terjawab', 'tinggal', 'menunggu', 'disayangkan', 'semoga', 'berbenh']","hubung, agen, susah, langsung, menelfon, call, center, langsung, jawab, tinggal, tunggu, sayang, moga, berbenh"
dede murdhani,5,Terbaik memudahkan melakukan transaksi,terbaik memudahkan melakukan transaksi,terbaik memudahkan melakukan transaksi,"['terbaik', 'memudahkan', 'melakukan', 'transaksi']","['terbaik', 'memudahkan', 'transaksi']","baik, mudah, transaksi"
Fitra Ismail,1,Aktivasi akun lama banget kawan,aktivasi akun lama banget kawan,aktivasi akun lama banget kawan,"['aktivasi', 'akun', 'lama', 'banget', 'kawan']","['aktivasi', 'akun', 'banget', 'kawan']","aktivasi, akun, banget, kawan"
Euis Andik,1,pelayanan live chat y lebih sibuk dr pd presiden,pelayanan live chat y lebih sibuk dr pd presiden,pelayaanan live chat ya lebih sibuk dari pada presiden,"['pelayaanan', 'live', 'chat', 'ya', 'lebih', 'sibuk', 'dari', 'pada', 'presiden']","['pelayaanan', 'live', 'chat', 'sibuk', 'presiden']","pelayaanan, live, chat, sibuk, presiden"
Sutanto Ari Wibowo,1,Uninstall lagi ah nggak jadi make setelah liat ripiu takut uangnya ditilep,uninstall lagi ah nggak jadi make setelah liat ripiu takut uangnya ditilep,uninstall lagi ah tidak jadi memakai setelah lihat ripiu takut uangnya ditilep,"['uninstall', 'lagi', 'ah', 'tidak', 'jadi', 'memakai', 'setelah', 'lihat', 'ripiu', 'takut', 'uangnya', 'ditilep']","['uninstall', 'ah', 'memakai', 'lihat', 'ripiu', 'takut', 'uangnya', 'ditilep']","uninstall, ah, pakai, lihat, ripiu, takut, uang, ditilep"
Bastiah Tih,4,Ok,ok,ok,['ok'],['ok'],ok
Ari H,1,Sekarang ga bisa buat bayar KAI,sekarang ga bisa buat bayar kai,sekarang tidak bisa buat bayar kai,"['sekarang', 'tidak', 'bisa', 'buat', 'bayar', 'kai']","['bayar', 'kai']","bayar, kai"
Angga Muhammad S,1,makin gak jelas,makin gak jelas,makin tidak jelas,"['makin', 'tidak', 'jelas']",[],
Agust Triono,1,Ggak bisa untuk bayar tiktok shop,ggak bisa untuk bayar tiktok shop,ggak bisa untuk bayar tiktok shop,"['ggak', 'bisa', 'untuk', 'bayar', 'tiktok', 'shop']","['ggak', 'bayar', 'tiktok', 'shop']","ggak, bayar, tiktok, shop"
Lukman Hakim,1,smoga kdepan nyaa akan lbh baik profesional,smoga kdepan nyaa akan lbh baik profesional,semoga kdepan nya akan lebih baik profesional,"['semoga', 'kdepan', 'nya', 'akan', 'lebih', 'baik', 'profesional']","['semoga', 'kdepan', 'nya', 'profesional']","moga, kdepan, nya, profesional"
Siti Tasmi,3,Respon di live chat sangat lama chat melalui email skrg gk bisa,respon di live chat sangat lama chat melalui email skrg gk bisa,respon di live chat sangat lama chat melalui email sekarang tidak bisa,"['respon', 'di', 'live', 'chat', 'sangat', 'lama', 'chat', 'melalui', 'email', 'sekarang', 'tidak', 'bisa']","['respon', 'live', 'chat', 'chat', 'email']","respon, live, chat, chat, email"
Bang Fandi,3,Untuk masalah upgrade ke premium mohon di percepat yaakarena saya sudah menunggu terlalu lama,untuk masalah upgrade ke premium mohon di percepat yaakarena saya sudah menunggu terlalu lama,untuk masalah upgrade ke premium mohon di percepat yaakarena saya sudah menunggu terlalu lama,"['untuk', 'masalah', 'upgrade', 'ke', 'premium', 'mohon', 'di', 'percepat', 'yaakarena', 'saya', 'sudah', 'menunggu', 'terlalu', 'lama']","['upgrade', 'premium', 'mohon', 'percepat', 'yaakarena', 'menunggu']","upgrade, premium, mohon, cepat, yaakarena, tunggu"
Dennywati Silalahi,1,Aplikasi sering error,aplikasi sering error,aplikasi sering error,"['aplikasi', 'sering', 'error']","['aplikasi', 'error']","aplikasi, error"
Risma ahmad,5,Sangat membantu,sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],bantu
yuri tiara,1,parah linkaja tf ke lewat virtual gak masuk di live chat admin menunggu teruss tolong diperbaiki layanannya saya sangat kecewa dengan apk ini,parah linkaja tf ke lewat virtual gak masuk di live chat admin menunggu teruss tolong diperbaiki layanannya saya sangat kecewa dengan apk ini,parah linkaja transfer ke lewat virtual tidak masuk di live chat admin menunggu terus tolong diperbaiki layanannya saya sangat kecewa dengan apk ini,"['parah', 'linkaja', 'transfer', 'ke', 'lewat', 'virtual', 'tidak', 'masuk', 'di', 'live', 'chat', 'admin', 'menunggu', 'terus', 'tolong', 'diperbaiki', 'layanannya', 'saya', 'sangat', 'kecewa', 'dengan', 'apk', 'ini']","['parah', 'linkaja', 'transfer', 'virtual', 'masuk', 'live', 'chat', 'admin', 'menunggu', 'tolong', 'diperbaiki', 'layanannya', 'kecewa', 'apk']","parah, linkaja, transfer, virtual, masuk, live, chat, admin, tunggu, tolong, baik, layan, kecewa, apk"
Kok Lin,5,Parah uang dah di tranfertapi mau transaksi tak bisa,parah uang dah di tranfertapi mau transaksi tak bisa,parah uang sudah di tranfertapi mau transaksi tak bisa,"['parah', 'uang', 'sudah', 'di', 'tranfertapi', 'mau', 'transaksi', 'tak', 'bisa']","['parah', 'uang', 'tranfertapi', 'transaksi']","parah, uang, tranfertapi, transaksi"
Ahmad Rusliatin,1,Kenapa proses upgrade ke full servis e lama sampek hari belum jadi,kenapa proses upgrade ke full servis e lama sampek hari belum jadi,kenapa proses upgrade ke full servis e lama sampai hari belum jadi,"['kenapa', 'proses', 'upgrade', 'ke', 'full', 'servis', 'e', 'lama', 'sampai', 'hari', 'belum', 'jadi']","['proses', 'upgrade', 'full', 'servis', 'e']","proses, upgrade, full, servis, e"
Guguun,2,Proses upgrade lama banget,proses upgrade lama banget,proses upgrade lama banget,"['proses', 'upgrade', 'lama', 'banget']","['proses', 'upgrade', 'banget']","proses, upgrade, banget"
Agus Imam Arifin,1,Kecewa sama LinkAja Transaksi Pembayaran dinyatakan berhasil namun saldo nomor tujuan tidak bertambah padahal nomor sudah benar laporan ke CS malah responnya seperti nunggu Buaya Lahiran Pelayanan macam apa ini Tolong di respon cepat jika ada kendala di pengguna,kecewa sama linkaja transaksi pembayaran dinyatakan berhasil namun saldo nomor tujuan tidak bertambah padahal nomor sudah benar laporan ke cs malah responnya seperti nunggu buaya lahiran pelayanan macam apa ini tolong di respon cepat jika ada kendala di pengguna,kecewa sama linkaja transaksi pembayaran dinyatakan berhasil namun saldo nomor tujuan tidak bertambah padahal nomor sudah benar laporan ke customer service malah responnya seperti menunggu buaya lahiran pelayanan macam apa ini tolong di respon cepat jika ada kendala di pengguna,"['kecewa', 'sama', 'linkaja', 'transaksi', 'pembayaran', 'dinyatakan', 'berhasil', 'namun', 'saldo', 'nomor', 'tujuan', 'tidak', 'bertambah', 'padahal', 'nomor', 'sudah', 'benar', 'laporan', 'ke', 'customer', 'service', 'malah', 'responnya', 'seperti', 'menunggu', 'buaya', 'lahiran', 'pelayanan', 'macam', 'apa', 'ini', 'tolong', 'di', 'respon', 'cepat', 'jika', 'ada', 'kendala', 'di', 'pengguna']","['kecewa', 'linkaja', 'transaksi', 'pembayaran', 'dinyatakan', 'berhasil', 'saldo', 'nomor', 'tujuan', 'bertambah', 'nomor', 'laporan', 'customer', 'service', 'responnya', 'menunggu', 'buaya', 'lahiran', 'pelayanan', 'tolong', 'respon', 'cepat', 'kendala', 'pengguna']","kecewa, linkaja, transaksi, bayar, nyata, hasil, saldo, nomor, tuju, tambah, nomor, lapor, customer, service, responnya, tunggu, buaya, lahir, layan, tolong, respon, cepat, kendala, guna"
pace suku,3,Sudah hari tidak bisa kirim saldo ke bank lain mau pakain Qris juga sama tulisan transaksi gagal padahal pertransaksi biaya nya mahal sekali ngadu di live chat gak ada fungsinya dan gak ada solusi,sudah hari tidak bisa kirim saldo ke bank lain mau pakain qris juga sama tulisan transaksi gagal padahal pertransaksi biaya nya mahal sekali ngadu di live chat gak ada fungsinya dan gak ada solusi,sudah hari tidak bisa kirim saldo ke bank lain mau pakain qris juga sama tulisan transaksi gagal padahal pertransaksi biaya ya mahal sekali mengadu di live chat tidak ada fungsiya dan tidak ada solusi,"['sudah', 'hari', 'tidak', 'bisa', 'kirim', 'saldo', 'ke', 'bank', 'lain', 'mau', 'pakain', 'qris', 'juga', 'sama', 'tulisan', 'transaksi', 'gagal', 'padahal', 'pertransaksi', 'biaya', 'ya', 'mahal', 'sekali', 'mengadu', 'di', 'live', 'chat', 'tidak', 'ada', 'fungsiya', 'dan', 'tidak', 'ada', 'solusi']","['kirim', 'saldo', 'bank', 'pakain', 'qris', 'tulisan', 'transaksi', 'gagal', 'pertransaksi', 'biaya', 'mahal', 'mengadu', 'live', 'chat', 'fungsiya', 'solusi']","kirim, saldo, bank, pakain, qris, tulis, transaksi, gagal, transaksi, biaya, mahal, adu, live, chat, fungsiya, solusi"
Reno12,5,mantap linkaja semoga amanah,mantap linkaja semoga amanah,mantap linkaja semoga amanah,"['mantap', 'linkaja', 'semoga', 'amanah']","['mantap', 'linkaja', 'semoga', 'amanah']","mantap, linkaja, moga, amanah"
apieen duhe,1,Aplikasi maling,aplikasi maling,aplikasi maling,"['aplikasi', 'maling']","['aplikasi', 'maling']","aplikasi, maling"
Ardi Sau,1,Mantap,mantap,mantap,['mantap'],['mantap'],mantap
Hanifah Humairah,1,Ini gimana kok gak bisa ngambil saldo aq ngisi banyak Benar benar gak bertanggung jawab linkaja Saya minta uang saya kembali,ini gimana kok gak bisa ngambil saldo aq ngisi banyak benar benar gak bertanggung jawab linkaja saya minta uang saya kembali,ini bagaimana kok tidak bisa ngambil saldo aku ngisi banyak benar benar tidak bertanggung jawab linkaja saya meminta uang saya kembali,"['ini', 'bagaimana', 'kok', 'tidak', 'bisa', 'ngambil', 'saldo', 'aku', 'ngisi', 'banyak', 'benar', 'benar', 'tidak', 'bertanggung', 'jawab', 'linkaja', 'saya', 'meminta', 'uang', 'saya', 'kembali']","['ngambil', 'saldo', 'ngisi', 'bertanggung', 'linkaja', 'uang']","ngambil, saldo, ngisi, tanggung, linkaja, uang"
Riswanto Getsa,1,Linkaja makin sini makin jelek banyak gangguan gak bisa di buka mentok di tampilan awal,linkaja makin sini makin jelek banyak gangguan gak bisa di buka mentok di tampilan awal,linkaja makin sini makin jelek banyak gangguan tidak bisa di buka mentok di tampilan awal,"['linkaja', 'makin', 'sini', 'makin', 'jelek', 'banyak', 'gangguan', 'tidak', 'bisa', 'di', 'buka', 'mentok', 'di', 'tampilan', 'awal']","['linkaja', 'jelek', 'gangguan', 'buka', 'mentok', 'tampilan']","linkaja, jelek, ganggu, buka, mentok, tampil"
Merry Ramandey,1,Susah mau bayar pembelanjan titik g bisa,susah mau bayar pembelanjan titik g bisa,susah mau bayar pembelanjan titik tidak bisa,"['susah', 'mau', 'bayar', 'pembelanjan', 'titik', 'tidak', 'bisa']","['susah', 'bayar', 'pembelanjan', 'titik']","susah, bayar, pembelanjan, titik"
Richie yanuar,1,Kerjanya lelet berhari hari ga di handle,kerjanya lelet berhari hari ga di handle,kerjanya lelet berhari hari tidak di handle,"['kerjanya', 'lelet', 'berhari', 'hari', 'tidak', 'di', 'handle']","['kerjanya', 'lelet', 'berhari', 'handle']","kerja, lelet, hari, handle"
Taufik NH,1,Ga bisa di pake pembayaran untuk paket,ga bisa di pake pembayaran untuk paket,tidak bisa di pakai pembayaran untuk pakait,"['tidak', 'bisa', 'di', 'pakai', 'pembayaran', 'untuk', 'pakait']","['pakai', 'pembayaran', 'pakait']","pakai, bayar, pakait"
