stemming,label,weight,Rating
"aplikasi, tidahk, tanggung, jawabdisaat, gagal, trf, saldo, tidahk, dikembalikanchat, boot, n, manusia, tidahk, dah, respon, dahn, tlpon, customer, service, tidahk, bantu, chat, boot",positive,0 + 0 + 0 + 0 + 0 + 0 + 2 + 0 + 0 + 0 + 0 + 3 + 0 + 0 + 2 + 0 + 0 + 0 + 0 + 0 + -3 + 3 + 0 = 7,1
"aduh, afiliasi, wifiid, ribet, isi, saldo, transaksi, sukses, failed, login, wifi, id, dang",positive,-1 + -2 + 0 + 0 + -2 + 2 + 4 + 3 + 0 + 0 + 0 + 0 + 0 = 4,1
"tolong, sempurna, menu, menu, bantu",negative,-3 + -3 + 0 + 0 + -3 = -9,1
"transfer, briva, error",negative,0 + 0 + 0 = 0,1
"pakai, link, pakai",negative,0 + 0 + 0 = 0,5
"link, ssaja, giniupgrade, lamasaya, susah, pakai, uang, masak, transfer, bisagiliran, beli, pakait, donasi, bikin, apk, beitul, ssaja",negative,0 + 0 + 0 + 0 + 0 + 0 + 0 + -2 + 0 + 0 + -2 + 0 + 0 + 0 + 0 + 0 + 0 = -4,1
"masuk, akun, linkaja, verifikasi, email, email, pakai",negative,0 + 0 + 0 + 0 + 0 + 0 + 0 = 0,3
"isi, e, money, kali, terang, suksestp, cek, emoney, saldo, tambah, coba, pakai, link, bantu, tunggu, kalijam, kali, jam, saldo, e, money, bertambahlalu, pakai, link, bantuanmuncul, email, tunggu, kali, jam, ecek, lagiknp, tunggu, ituuang, pakai, rugi, wakturugi, uang, e, money, tolong, sistem, perbaikibiar, rugi, orgperbaiki, yaterimakasih",negative,-2 + 0 + 0 + 0 + -2 + 0 + 0 + 0 + 2 + 3 + -2 + 0 + 0 + -3 + -1 + 0 + 0 + 0 + 2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -1 + 0 + 0 + 0 + 0 + -1 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -3 + 0 + 0 + 0 + 0 + 0 = -8,1
"lumayan, bagus",negative,-1 + -2 = -3,5
"bagus, mantap",positive,-2 + 5 = 3,5
"aplikasi, susah, komplain, transaksi",positive,0 + 0 + 0 + 4 = 4,1
"customer, service, respon, live, layan, buruk",positive,0 + 0 + 2 + 3 + -2 + 0 = 3,1
"aplikasi, yangng, simpel, kendala, pending, proses, bijak, tindak, lanjut",negative,0 + 0 + 3 + 0 + 0 + 1 + -3 + 0 + -2 = -1,3
"upgrade, full, servis, kayak, apk, belah, cepettt, orang, susah, transfer, payah",positive,0 + 0 + 3 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = 3,1
"aplikasi, bagus, manfaat, aplikasi, multifungsi, jadi, bayar, pulsatagian, listrikpsajak, link, pokok, keren, hebat",negative,0 + -2 + 5 + 0 + 0 + -1 + -1 + 0 + 0 + 0 + -3 + 0 + 0 = -2,4
"isi, saldo, tapcash, bni, terang, sukses, saldo, masuk, lapor, customer, service, layan, lelet, solusi",positive,-2 + 2 + 0 + 0 + -2 + 3 + 2 + 0 + 2 + 0 + 0 + -2 + 0 + 3 = 6,1
"tolong, apk, baik, mintiap, kali, transfer, dana, bank, teman, gagal",negative,-3 + 0 + -3 + 0 + 0 + 0 + 4 + 0 + 0 + 0 = -2,4
jelek,negative,0 = 0,1
"transfer, bank, bri, saldo, potong, saldo, masuktolong, bug, diapknya, tolong, baik",negative,0 + 0 + 0 + 2 + 0 + 2 + 0 + 0 + 0 + -3 + -3 = -2,1
"banget, minta, upgrade",negative,1 + -2 + 0 = -1,1
"benerin, akun, linkaja, terbelokir",negative,0 + 0 + 0 + 0 = 0,1
ok,positive,4 = 4,5
"instal, kecewa, hmmm, tambah, metode, bayar, kayak, aplikasi, belah, ah, nyesal",positive,0 + 0 + 0 + 3 + 0 + -1 + 0 + 0 + 0 + 0 + 0 = 2,1
"buka, aplikasinyapadahal, isi, saldo",negative,-3 + 0 + -2 + 2 = -3,2
oce,negative,0 = 0,5
"tolong, tampil, limit, transaksi, biar, duit, terkurungkalau, dana, limit, transaksi",positive,-3 + -1 + 0 + 4 + -1 + 0 + 0 + 4 + 0 + 4 = 7,1
"bantu, transaksi",positive,-3 + 4 = 1,5
"mantap, jiwa",positive,5 + 0 = 5,5
"bantu, kerja, apa",negative,-3 + 2 + 0 = -1,1
"tingkat, layan, maksimal",positive,1 + -2 + 3 = 2,5
"duit, tahan",negative,0 + -1 = -1,1
"app, jelek, rugi",negative,0 + 0 + 0 = 0,1
"live, chat, lamaa, keteranagan, transaksi, sukses, dana, potong, masuk, riwayat, terima, auto, transfer, nominal, apk, dana, terima, aneeeeeeeeh",positive,3 + 3 + 0 + 0 + 4 + 3 + 4 + 0 + 0 + 0 + 2 + 0 + 0 + 0 + 0 + 4 + 2 + 0 = 25,1
"kirim, uang, linkaja, full, service, payah",positive,2 + 0 + 0 + 0 + 0 + 0 = 2,2
"verifikasi, hari, kocak",negative,0 + 0 + 0 = 0,1
"proses, upgrade, butuh, cepat",negative,1 + 0 + 0 + -3 = -2,1
"saldio, masuk, situ, tidiak, buka, min, tolong, diiperbaiki",negative,0 + 0 + 0 + 0 + -3 + 0 + -3 + 0 = -6,1
"transaksi, link, bank, pending, progres, menu, bantu, aplikasi, sambung, chat, bot, menu, bantu, komplain, langsung, customer, service, manusia, tugas, sana, harap, moga, saldo, sukses, ter, transfer, saldo, aplikasi",positive,4 + 0 + 0 + 0 + 0 + 0 + -3 + 0 + 0 + 3 + 0 + 0 + -3 + 0 + 3 + 0 + 0 + 3 + 0 + 0 + -3 + 1 + 2 + 3 + 0 + 0 + 2 + 0 = 12,1
"kecewa, baik, ruwet, bantu, beli, pulsa, beli, paket, saldo, ssudah, potong, pulsa, paket, masuk, pending, mulu, live, chat, adu, respon",positive,0 + -3 + 0 + -3 + -2 + 0 + -2 + 4 + 2 + 0 + 0 + 0 + 4 + 0 + 0 + -2 + 3 + 3 + 0 + 2 = 6,1
"tolong, baik, sistem, premium, link, ssaja, banget, proses, bagus, link, ssaja, tolong, baik",negative,-3 + -3 + 0 + 2 + 0 + 0 + 1 + 1 + -2 + 0 + 0 + -3 + -3 = -10,1
"aplikasi, bego, shame, on, you, abisin, uang, negara, kalean, budak",positive,0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 4 = 4,1
"beli, pulsa, pakai, link, my, telkomsel, saldo, potong, pulsa, masuk, apk, recomend, rugi, langgan, auto, unistal",positive,-2 + 0 + 0 + 0 + 0 + 0 + 2 + 0 + 0 + 0 + 0 + 0 + 0 + 2 + 0 + 0 = 2,1
"lancar, sukses, majuterus",negative,-4 + 3 + 0 = -1,5
"untuk, developer, linkaja, fitur, layan, buk, rekening, jenis, rdn",negative,0 + 0 + 0 + 0 + -2 + 0 + 0 + 0 + 0 = -2,4
"mohon, kembali, saldo, gagal, tranfer, bank, saldo, potong, link, ssaja, kecewa, link, ssaja, saldo, kembali, tunggu, saldo, kembali, mohon, kerjasamanya, trimakasih, nama, akun, yonathan, mbembo",positive,-2 + 0 + 2 + 0 + 0 + 0 + 2 + 0 + 0 + 0 + 0 + 0 + 0 + 2 + 0 + -1 + 2 + 0 + -2 + 0 + 4 + 0 + 0 + 0 + 0 = 7,1
rekomendasi,negative,0 = 0,5
"payah, cek, riwayat, transaksi, aman",positive,0 + 0 + 0 + 4 + 0 = 4,1
ok,positive,4 = 4,5
"ganggu, jam",negative,0 + 0 = 0,1
"aplikasi, sampah",negative,0 + 0 = 0,1
"memghubungi, customer, service, pakai, livechat, fleksibel, livechatpun, tau, antre, pakai, email, aktif, pakai, sosmed, aktif, pakai, bot, bingung, pakai, hubung, ribet",negative,0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -2 + 0 + 0 + -2 + 0 + 0 + 0 + 0 + -1 + 0 = -5,1
"tolong, bossku, atas, batas, transaksi, bulan, uang, transfer, aplikasi, link, kacau",positive,-3 + 0 + 0 + 0 + 4 + 0 + 0 + 0 + 0 + 0 + 0 = 1,3
"halo, min, mentidakdukan, masalah, kait, saldo, hilang, riwayat, transaksi, saldo, pakai, hasil, ambil, puya, akun, link, puya, saldo, transaksi, apa, oknum, masuk, akun, transaksi, batidakimana, bijak, linksaja, saldo, guna, hilang, ambil, cht, aplikasi, puas, min, pertayaan, pilih, tdkk, menayakan",positive,1 + 0 + 0 + 0 + 1 + 2 + -3 + 0 + 4 + 2 + 0 + 3 + 0 + 0 + 0 + 0 + 0 + 2 + 4 + 0 + 0 + 0 + 0 + 4 + 0 + -3 + 0 + 2 + 1 + -3 + 0 + 0 + 0 + 3 + 0 + 0 + 0 + 0 + 0 = 20,1
"top, up, saldo, bank, kurang, saldo, link, tambah",positive,5 + 0 + 2 + 0 + 0 + 2 + 0 + 3 = 12,1
"bayar, daftar, didik, alami, kendala, pending, hari, batas, daftar, habis, hubung, live, chat, customer, service, sangaat, sulit, kembali, dana, tunggu, kataya, jam, tunggu, jam, komplain, email, tba, tba, pesan, email, moga, depan, baik, jelas, transaksi, kembali, dana",positive,-1 + -1 + -3 + 0 + 0 + 0 + 0 + 0 + -1 + -3 + -1 + 3 + 3 + 0 + 0 + 0 + 0 + 0 + 4 + -1 + 0 + 0 + -1 + 0 + 0 + 0 + 0 + 0 + -2 + 0 + 1 + 0 + -3 + -1 + 4 + 0 + 4 = 1,1
"tolong, hadir, fitur, hapus, akun, atur",negative,-3 + -2 + 0 + 0 + 0 + -4 = -9,1
"kah, link, kode, verifikasi, emaildi, karena, email, lupa, password",negative,0 + 0 + 0 + 0 + 0 + 0 + 0 + -1 + 0 = -1,5
"kendala, live, chat, susah, banget, agen, live, chat, orang, chat, agen, layan, customer, lainterlalu, tunggu, selesai, minggu, minggu",positive,0 + 3 + 3 + 0 + 1 + 0 + 3 + 3 + 0 + 3 + 0 + -2 + 0 + 0 + -1 + -2 + 0 + 0 = 11,1
"aplikasi, layan, buruk, aju, live, chat, april, transaksi, nyangkut, respon",positive,0 + -2 + 0 + 0 + 3 + 3 + 0 + 4 + 0 + 2 = 10,1
"biaya, admin, bayar, tagih, listrik, murah, rp, mahal, pindah, hati, jarang, pakai, bayar",negative,0 + 0 + -1 + 0 + 0 + -3 + 0 + 1 + -1 + -2 + 0 + 0 + -1 = -7,1
"transaksi, isi, pulsa, masuk",positive,4 + -2 + 0 + 0 = 2,5
"apa, kirim, duit, sulit, full, servis, upgrade, nya",positive,0 + 2 + 0 + 0 + 0 + 3 + 0 + 0 = 5,3
bagus,negative,-2 = -2,5
"link, aco, ngrim, duit, rekening, bank, inisial, nama, transfer, namaa, rekening, baanknya, kirim, rekening, bank, masuk, rekening, lamany, ampun, saldony",positive,0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 2 + 0 + 0 + 0 + 0 + 0 + -1 + 0 = 1,1
ok,positive,4 = 4,5
ok,positive,4 = 4,5
"mohon, info, customer, care, cepat, merespon, kali, via, livechat, merespon, email",positive,-2 + 0 + 0 + 2 + -3 + 3 + 0 + 0 + 0 + 3 + 0 = 3,5
"transfer, link, kendala, gagal",negative,0 + 0 + 0 + 0 = 0,5
"ribet, banget, full, service, susah, banget, kayak",positive,0 + 1 + 0 + 0 + 0 + 1 + 0 = 2,1
"link, gila, apk, gajeles, nelen, duit, orang, transfer, pending, duit, hilang, mana, gatauu, anjinggg",negative,0 + -3 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -3 + 0 + 0 + 0 = -6,1
"huh, payah, bikin, akun, link, ssajaa, repot, resum, gagal, tunggu, jam, tunggu, jam, dsuruh, tunggu, proses, pakai, banget, uang, masuk, tau, pakai, dana, ssajaa",positive,0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -1 + 0 + -1 + 0 + 0 + -1 + 1 + 0 + 1 + 0 + 0 + 0 + 0 + 4 + 0 = 3,1
"baik, digital, tambah, mode, malam, bagus",negative,-3 + 0 + 3 + 0 + 0 + -2 = -2,5
"puas, sekang, suka, transaksi",positive,3 + 0 + -3 + 4 = 4,5
"akun, gila, upgrade, bulan, link, kontolll",negative,0 + -3 + 0 + 0 + 0 + 0 = -3,1
"transaksi, gagal",positive,4 + 0 = 4,1
coba,negative,-2 = -2,1
suka,negative,-3 = -3,5
"costumer, service, lot, banget, plat, merah, beda, swasta",negative,0 + 0 + 0 + 1 + 0 + -4 + 0 + 0 = -3,1
"aplikasi, ribet",negative,0 + 0 = 0,1
"minnapa, masuk, aplikasi, kasih, qr",negative,0 + 0 + 0 + -2 + 0 = -2,2
"top, up, saldo, makan, jam, jam, ampun, orang, butuh, cepatmampus",positive,5 + 0 + 2 + -1 + 0 + 0 + -1 + 0 + 0 + 0 = 5,1
"cepat, transaksi",positive,-3 + 4 = 1,5
"masuk, ktp, benerhubungi, link, service, respon",positive,0 + 0 + 0 + 0 + 0 + 2 = 2,1
"aplikasi, buka",negative,0 + -3 = -3,2
"knapa, buka",negative,0 + -3 = -3,1
mantap,positive,5 = 5,5
"puas, pakai, link",positive,3 + 0 + 0 = 3,5
"seharusya, login, metode, metode, verifikasi, kode, email, sms, no, daftar, kasihan, loh, member, pakai, linkssaja, email, ssudah, nonaktif, permanen, gogle, customer, service, jutidak, chat, alas, sistem, tunggu, jam, ulang, kali, kali, ssaja, nelpon, customer, service, jutidak, ssaja, chat, sosmed, nyuruh, live, chat, puqi",positive,0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -1 + -4 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 3 + 0 + 0 + 0 + 0 + 3 + 0 + 0 + -1 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 3 + 0 + 0 + 3 + 3 + 0 = 9,1
"tabung, uwang, tarik, perluh",positive,3 + 0 + 2 + 0 = 5,5
"mantap, aplikasi, ribett",positive,5 + 0 + 0 = 5,5
"login, email, non, aktif, tolong, bantu, hubung, customer, service, bot, kak",negative,0 + 0 + 0 + -2 + -3 + -3 + -1 + 0 + 0 + 0 + 0 = -9,1
"apk, proses",positive,0 + 1 = 1,1
"layan, tutup, ssaja, aplikasi, tunda, nunda, keluh, alih, alih, live, chat, live, chat, error, kamana",positive,-2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 3 + 3 + 3 + 3 + 0 + 0 = 10,1
"pengin, ganti, nomor, akun, susah, banget, link",negative,0 + -3 + 0 + 0 + 0 + 1 + 0 = -2,3
"gue, bintang, puuuucciiiiiiing, loch, nih, gue",negative,0 + 0 + 0 + 0 + 0 + 0 = 0,5
oke,positive,2 = 2,5
"tolong, kasih, opsi, verifikasi, login, via, whatsappsms, login, verifikasi, email, email, tolong, opsi, verifikasi, login, nomor, min",negative,-3 + -2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -3 + 0 + 0 + 0 + 0 + 0 = -8,1
"ssudah, kali, isi, saldo, etoll, laporannyang, sukses, saldo, tambah, ssudah, update, balance, berkalikali, tambah, linkaja, banget",positive,0 + 0 + -2 + 2 + 0 + 0 + 3 + 2 + 3 + 0 + 0 + 0 + 0 + 3 + 0 + 1 = 12,3
"bayar, qris, pending, selesai",negative,-1 + 0 + 0 + -2 = -3,1
"costumer, service, linkaja, slow, respon, layan, buruk, tanggap, cepat, keluh",positive,0 + 0 + 0 + 1 + 2 + -2 + 0 + 3 + -3 + 0 = 1,1
"mengecewakandi, ganti, email, susah, sekalics, sibukitu, masuk, aplikasi, linkajakarena, email, masalah",negative,0 + -3 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = -3,1
"status, transfer, briva, pending, pagi, live, chat, aktif, mohon, bantu, terima, kasih",negative,0 + 0 + 0 + 0 + -1 + 3 + 3 + -2 + -2 + -3 + 2 + -2 = -2,3
"tarik, uang, plng, mahal, biaya, dibandinh, ewalet, seruparb, coy",positive,2 + 0 + 0 + 1 + 0 + 0 + 0 + 0 + 0 = 3,1
bagus,negative,-2 = -2,3
"mengupred, sasaja, lamakalau, data, falid, tinggal, infoin, sasajame, chat, sambung, un, istal, sasaja",positive,0 + 0 + 0 + 0 + 0 + -1 + 0 + 0 + 3 + 0 + 0 + 0 + 0 = 2,1
"dana, masuk, customer, service, hubung, live, chat",positive,4 + 0 + 0 + 0 + -1 + 3 + 3 = 9,1
"linkaja, pending, proses, numpuk, pending, an, proses, malas, kayak, adu, respon",positive,0 + 0 + 1 + 0 + 0 + 0 + 1 + 0 + 0 + 0 + 2 = 4,1
"terima, kasih",negative,2 + -2 = 0,5
good,positive,5 = 5,4
"tolong, banyak, kirim, e, wallet, nyamasak, sama, ajasama, biaya, adminya, mkasih",negative,-3 + -3 + 2 + 0 + 0 + 0 + 3 + 0 + 0 + 0 + 0 = -1,3
"aplikasih, jelek, apdet, full, servis, balas, terapdet, aplikasih, orang, rumit, kirim, malas, link, jelek",positive,0 + 0 + 0 + 0 + 3 + -1 + 0 + 0 + 0 + 0 + 2 + 0 + 0 + 0 = 4,1
"jelek, banget, transfer, e, wallet",positive,0 + 1 + 0 + 0 + 0 = 1,1
"halo, bos, linksayang, topup, juta, masuk, saldo, rekening, kurang, tolong, bantu, cepat",negative,1 + 3 + 0 + 0 + 2 + 0 + 2 + 0 + 0 + -3 + -3 + -3 = -1,1
"customer, service, lot",negative,0 + 0 + 0 = 0,1
"email, temu, bossolusiny",positive,0 + 2 + 0 = 2,5
verifikasi,negative,0 = 0,1
"bintang, bayar, pajak, bumi, bangun, area, kendari, bayar, gagal, saldo, jaring, lancar",negative,0 + -1 + 0 + 0 + 0 + 0 + 0 + -1 + 0 + 2 + 3 + -4 = -1,1
"aplikasi, bagus, aaya, verifikasi, akun, veripikasi",negative,0 + -2 + 0 + 0 + 0 + 0 = -2,5
"topup, hasil, masuk, komplain",positive,0 + 3 + 0 + 0 = 3,3
"wadah, aju, keluh, saldo, pending, top, via, bank, serba, robot, cuuiihh",positive,0 + 0 + 0 + 2 + 0 + 5 + 0 + 0 + 0 + 0 + 0 = 7,1
mantap,positive,5 = 5,5
"maaf, kasih, bintang, kecewa, saldo, refund, masuk, riwayat, refund, hasil",positive,-2 + -2 + 0 + 0 + 2 + 0 + 0 + 0 + 0 + 3 = 1,1
"upgrade, full, service, kali, malu, aplikasi",negative,0 + 0 + 0 + 0 + -2 + 0 = -2,1
bagus,negative,-2 = -2,5
"kecewa, pokokya, kali, kali, top, up, e, money, biasaya, lancar, dentidakn, nominal, lumayan, update, saldo, saldo, potong, diyatankan, hasil, saldo, masuk, tambah, live, chat, duh, kacau, pokokya, layan, buruk, jelas",positive,0 + 0 + 0 + 0 + 5 + 0 + 0 + 0 + 0 + -4 + 0 + 0 + -1 + 0 + 2 + 2 + 0 + 0 + 3 + 2 + 0 + 3 + 3 + 3 + 0 + 0 + 0 + -2 + 0 + -1 = 15,1
"sssudah, lanjur, top, up, disuru, full, upgrade, melulu, ssudah, input, data, ktp, full, upgrade, gagal, melulu, balikin, duit, gue, ssudah, top, up, aplikasi, anjingggg, bik, repot, user, nih, taeekkk",positive,0 + -1 + 5 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 5 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = 9,1
"saldo, hilang, ribu, nominal, uang, lari, mana",negative,2 + -3 + 0 + 0 + 0 + 0 + 0 = -1,2
bantu,negative,-3 = -3,5
"barcode, bayar, pencet, kali, indak",negative,0 + -1 + 0 + 0 + 0 = -1,2
bantu,negative,-3 = -3,5
jelek,negative,0 = 0,1
"bayar, serinig, gagal, connect, my, pertaminia, serinig, gagal, bayar, ganggu, pas, bayar, jadiniya, pakai, wallet, lain, saldo, lik, jdnya, pakai",positive,-1 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -1 + 0 + 3 + -1 + 0 + 0 + 0 + 0 + 2 + 0 + 0 + 0 = 2,1
"tingkat, performa",positive,1 + 0 = 1,5
"upgred, full, servis, tunggu, tanggap, kali, jam, kali, jam, nama",positive,0 + 0 + 3 + -1 + 3 + 0 + 0 + 0 + 0 + 0 = 5,1
"uang, makan, pulsa, emoney, masuk, sekarangcs, klaim, susah, aplikasi, tipu",negative,0 + -1 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = -1,1
"jelek, apk, pakai, kawan, ribet",negative,0 + 0 + 0 + 0 + 0 = 0,1
"susah, upgrade, ulang, tidaktidakl, bye, pakai, aplikasi, rumiit",negative,0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = 0,1
ok,positive,4 = 4,5
"upgrade, susah, enak, ovo, dana, langsung, verifikasi, hasil, tunggu, kali, jam, gagal, kocak",positive,0 + 0 + -5 + 0 + 4 + 3 + 0 + 3 + -1 + 0 + 0 + 0 + 0 = 4,1
"kode, verifikasi, akun, gmail, kena, hack, kecewa, banget, pilih, login, verifikasi, sms, kayak, dana, tolong, fitur, cutemer, service, jutidak, banget, dichat, batidakimana, tolong, developer, link, batidakimana, tidaknti, email, aktif, kena, hack, batidakimana, kirim, kode, verifikasi, sungguh, kecewa, berat, login, saldoya, soalya",negative,0 + 0 + 0 + 0 + 0 + 0 + 0 + 1 + 0 + 0 + 0 + 0 + 0 + 4 + -3 + 0 + 0 + 0 + 0 + 1 + 0 + 0 + -3 + 0 + 0 + 0 + 0 + 0 + -2 + 0 + 0 + 0 + 2 + 0 + 0 + -4 + 0 + 0 + 0 + 0 + 0 = -4,1
"puas, layan, linkaja, respon, super, cepat",negative,3 + -2 + 0 + 2 + -3 + -3 = -3,5
"status, transaksi, pending, bantu, live, chat, saldo",positive,0 + 4 + 0 + -3 + 3 + 3 + 2 = 9,1
"aplikasi, haram, uang, ambil, aplikasi, haram, nih",negative,0 + 0 + 0 + 0 + 0 + 0 + 0 = 0,1
"aplikasi, dompet, digital, buruk, kalah, kompetitor, nomor, hilanghangus, ditidaknti, nomor, suruh, bikin, nomor, saldonyang, banyangk, full, service, pindah, saldo, suruh, hubung, live, chat, live, chatnyang, yangng, respon, ckckck, parah, apk, seribet, tidaknti, nomor, data, sesuai, sulit, tanda, apk, yangng, bawa, kabur, duit, orang",positive,0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -1 + 2 + 0 + -1 + 3 + 3 + 3 + 0 + 0 + 2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 3 + 0 + 0 + 0 + 0 + -1 + 0 + 0 + 0 = 13,1
"masuk, perivikasi, mulu, pas, perivikasi, linknya, kadaluarsa, mulu",negative,0 + 0 + -2 + 3 + 0 + 0 + 0 + -2 = -1,1
"developer, tolong, kerja, baik, upgrade, full, servis, ampun, sulit, upgrade, full, servis, sulit, tari, saldo",positive,0 + -3 + 2 + -3 + 0 + 0 + 3 + -1 + 0 + 0 + 0 + 3 + 0 + 1 + 2 = 4,1
"bantu, lancar, cepat",negative,-3 + -4 + -3 = -10,5
ok,positive,4 = 4,5
mantap,positive,5 = 5,5
bagus,negative,-2 = -2,5
"upgrade, full, service, mohon, min, cepat, kecewa, guna",negative,0 + 0 + 0 + -2 + 0 + -3 + 0 + 1 = -4,1
"topup, saldo, link, masuk, ssudah, kali, begini, kali, wsajar, mistake, ssudah, kali, nomor, bukti, bayar",positive,0 + 2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -1 = 1,1
"aplikasi, buruk, fungsi, mesti",negative,0 + 0 + 0 + 0 = 0,1
kompetitif,negative,0 = 0,3
"upgrade, gagal, data, ssudah, ssudah, tunggu, duh",negative,0 + 0 + 0 + 0 + 0 + -1 + 0 = -1,1
"e, statement, bayar, otomatis, aketif, notifications, untuke, henti, layan, isi, keeterangan, arang, e, statement, henti, tidake, sediakean, directblinke, untuke, henti, direct, linke, untuke, update, kee, full, service, keeterangan, e, statement, tidake, dibukea, bumn, untuke, cari, uang",negative,0 + 0 + -1 + 3 + 0 + 0 + 0 + 0 + -2 + -2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = -2,1
bangus,negative,0 = 0,5
"ganti, akun, email, konfirmasi, bgm, email, hilang, masuk, aplikasi, konfirmasi, otp, no, email",negative,-3 + 0 + 0 + 3 + 0 + 0 + -3 + 0 + 0 + 3 + 0 + 0 + 0 = 0,4
"upgrade, full, service, proses, zzz, ssaja, tunggu, approve, manusia, tau, manusia, indonesia, jelek, pakai, autodetect, auto, approve, ssaja, kocak",positive,0 + 0 + 0 + 1 + 0 + 0 + -1 + 0 + 3 + 0 + 3 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = 6,1
"aplikasi, kayak, monyet, customer, service, komplain, pesan, chatbot, doang",negative,0 + 0 + 0 + 0 + 0 + 0 + -2 + 0 + -1 = -3,1
suka,negative,-3 = -3,5
"aplikasi, pantk",negative,0 + 0 = 0,1
"verifikasi, nomor, telepon, lambat, jam",positive,0 + 0 + 0 + 1 + 0 = 1,5
"hubung, agen, uamg, juta, pending, kabar, kondirmasi, pusat, bantu, sistem, balas",negative,-1 + 0 + 0 + 2 + 0 + -2 + 0 + 3 + -3 + 0 + -1 = -2,1
"upgrade, full, service, aplikasi, rekomendasi",negative,0 + 0 + 0 + 0 + 0 = 0,1
nan,negative,0 = 0,5
"aplikasi, bantu, pengin, tau, developer, lulus, ngrekrut, isi, pulsa, isi, paket, gagal, relevan, efisien, ngtidak, isi, saldo, linksssaja, kena, cas, linksssaja, isi, paket, pulsa, kena, cas, sssaja, bohong, mending, langsung, mbankingnya, sssaja, outletnya, counter, alfamart, indomaret, sssaja, mending, tiada, ssssaja, bantu",positive,0 + -3 + 0 + 0 + 0 + 5 + 0 + -2 + 0 + -2 + 4 + 0 + 0 + 4 + 0 + -2 + 2 + 0 + 0 + 0 + 0 + -2 + 4 + 0 + 0 + 0 + 0 + 0 + -2 + 3 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -2 + -1 + 0 + -3 = 3,1
"kocak, nih, apk, selesai, mutu, kendala, bayar, via, qris, bayar, via, qris, pending, hari, dana, potong, live, chat, robot, mulu, telepon, suruh, livechat, live, chat, manusihanya, malas, jawab, robot, telepon, manusiha, lempar, live, chat, live, chat, robot, firaun, bangun, apk, choba, kagak",positive,0 + 0 + 0 + -2 + -3 + 0 + -1 + 0 + 0 + -1 + 0 + 0 + 0 + 0 + 4 + 0 + 3 + 3 + 0 + -2 + 0 + 0 + 0 + 3 + 3 + 0 + 0 + -3 + 0 + 0 + 0 + 0 + 3 + 3 + 3 + 3 + 0 + 0 + 0 + 0 + 0 + 0 = 16,1
"apk, jelek, top, up, e, money, saldo, masuk, update, saldo, suruh, bikin, lapor, hasil, bantu, balas, bot, aneh",positive,0 + 0 + 5 + 0 + 0 + 0 + 2 + 0 + 0 + 2 + 0 + 0 + 2 + 3 + -3 + -1 + 0 + -4 = 6,1
"link, aplikasi, mudah, kirim, cepat",negative,0 + 0 + -4 + 2 + -3 = -5,5
"ikut, survey, hingtidak, menit, saldo, linkaja, rp, detik, rupiah, nongol, akun, data, dikumpulin, aplikasi, sampah, saran, jantidakn, install, aplikasi, mendintidakn, pakai, dana, ovogopay, dll, pakai, serah, jantidakn, pakai, aplikasi, ampas",positive,0 + 0 + 0 + 0 + 2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -2 + 0 + 0 + 0 + 0 + 0 + 4 + 0 + 0 + 0 + -2 + 0 + 0 + 0 + 0 = 2,1
"tutup, akun, live, chat, minggu, sambung",positive,0 + 0 + 3 + 3 + 0 + 0 = 6,1
nice,positive,4 = 4,5
